eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.02E+11,2015,12,8,,0,,217,United States,1,North America,North Dakota,Grand Forks,47.900053,-97.044649,1,0,,"12/08/2015: Assailants set fire to Jubba Cafe, a restaurant owned by a Somali-Muslim, in Grand Forks, North Dakota, United States. There were no reported casualties in the attack, but the building was damaged in the blaze. No group claimed responsibility for the incident; however, sources attributed the attack to an individual identified as Matthew Gust.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,2,Restaurant/Bar/Café,Jubba Cafe,Restaurant,217,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack.",0,,,1,1,1,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),90000,A restaurant building was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Minnesota man arrested for torching Somali restaurant in North Dakota, days after vandal wrote 'go home' and Nazi symbol on wall,"" New York Daily News, December 15, 2015.","""Muslim-owned cafe in US defaced with Nazi graffiti, set ablaze,"" The Express Tribune, December 13, 2015.","""Muslim advocacy group urges FBI probe into possible arson at Juba,"" Grand Forks Herald, December 9, 2015.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2015,12,11,,0,,217,United States,1,North America,California,Coachella,33.69288,-116.187442,1,0,,"12/11/2015: Assailants threw an incendiary device at the Islamic Society of Coachella Valley in Coachella, California, United States. There were no reported casualties, but the mosque was damaged in the attack. No group claimed responsibility for the incident; however, Carl James Dial was arrested in relation to the attack.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Islamic Society of Coachella Valley,Mosque,217,United States,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack.",0,,,1,1,1,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""California Mosque Attacked With Molotov Cocktail, Officials Investigate Incident As Hate Crime,"" International Business Times, December 28, 2015.","""Person detained in fire at California mosque,"" USA Today, December 12, 2015.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2015,12,26,,0,,217,United States,1,North America,California,Tracy,37.764563,-121.452503,1,0,,"12/26/2015: Assailants threw an incendiary device at the Tracy Islamic Center in Tracy, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86,Place of Worship,Tracy Islamic Center,Mosque,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks and the San Bernardino attack.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""California Mosque Attacked With Molotov Cocktail, Officials Investigate Incident As Hate Crime,"" International Business Times, December 28, 2015.","""Arson at California mosque investigated as a hate crime,"" NewsReality.com, December 28, 2015.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,2,,1,,217,United States,1,North America,Oregon,Princeton,43.265841,-118.844083,1,0,,"01/02/2016: At least 12 armed assailants seized the Malheur National Wildlife Refuge headquarters in Princeton, Oregon, United States. On January 26, 2016, a leader of the group was killed, Ryan Bundy was wounded, and seven leaders, including Ammon and Ryan Bundy, were arrested in a confrontation with authorities approximately 45 miles away from the refuge. The last four assailants at the refuge were arrested on February 11, 2016. Citizens for Constitutional Freedom claimed responsibility for the incident and demanded that federal grounds be returned to the ranchers of Harney County. The group also stated that the occupation was carried out in protest to the five year sentence of Dwight and Steven Hammond, two ranchers convicted of arson of federal land.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,United States Fish and Wildlife Service,Malheur National Wildlife Refuge,217,United States,,,,,,,,,,,,,,,,,Citizens for Constitutional Freedom,,,,,,"Citizens for Constitutional Freedom claimed responsibility for the incident and demanded that federal grounds be returned to the ranchers of Harney County. The group also stated that the occupation was carried out in protest to the five year sentence of Dwight and Steven Hammond, two ranchers convicted of arson of federal land.",0,,,0,12,11,1,8,Personal claim,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,"AR-15 automatic rifles and other assault weapons, pistols, rifles, and shotguns were used in the attack.",0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Protesters occupy Oregon wildlife refuge as dispute over Western range flares,"" Reuters, January 3, 2016.","""Oregon standoff: 4 holdouts all in FBI custody as occupation ends (live updates),"" The Oregonian, February 11, 2016.","""Federal indictment says protesters in Oregon occupation 'threatened violence',"" Los Angeles Times, February 4, 2016.",START Primary Collection,0,0,0,0,
2.02E+11,2016,1,7,,0,,217,United States,1,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,1,0,The incident occurred at the intersection of 60th and Spruce streets.,"01/07/2016: An assailant shot and injured police officer Jesse Hartnett in Philadelphia, Pennsylvania, United States. Hartnett returned fire and injured the assailant as he attempted to flee. The assailant, identified as Edward Archer, stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Philadelphia City Police,Officer: Jesse Hartnet,217,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Edward Archer, claimed responsibility for the incident and stated that he carried out the attack ""in the name of Islam."" Archer also pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A semiautomatic pistol was used in the attack.,0,0,0,2,2,0,1,3,Minor (likely < $1 million),-99,A police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Philly Officer Heads Home 2 Weeks After Ambush,"" NBC Philadelphia, January 22, 2016.","""Islamic State sympathiser shoots Philadelphia police officer,"" Telegraph, January 11, 2016.","""Philly cop wounded in street ambush,"" USA Today, January 8, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,15,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred at the intersection of Watson and Pugsley avenues in the Bronx.,"01/15/2016: Assailants attacked a Muslim civilian from Bangladesh in Bronx, New York City, United States. The civilian was injured in the assault. No group claimed responsibility; however, sources noted that the two assailants shouted ""ISIS, ISIS"" at the victim during the attack.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Muslim Civilian: Mujibur Rahman,19,Bangladesh,,,,,,,,,,,,,,,,,Anti-Muslim extremists,,,,,,"The specific motive is unknown; however, sources noted that the assailants yelled, ""ISIS, ISIS"" throughout the attack.",0,,,1,2,2,0,,,,,,,,,,9,Melee,22,"Hands, Feet, Fists",,,,,,,,,,,,,,0,0,0,1,,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Muslim Man Beaten in the Bronx by Ski-Masked Assailants Chanting 'ISIS',"" New York Magazine, January 18, 2016.","""Teens who assaulted Muslim man chanted 'ISIS, ISIS' during attack, police say,"" Washington Post, January 17, 2016.","""Two teens arrested for allegedly attacking Bronx Muslim man while shouting 'ISIS, ISIS',"" PIX 11, New York, January 22, 2016.",START Primary Collection,-9,-9,1,1,
2.02E+11,2016,2,11,,0,,217,United States,1,North America,Ohio,Columbus,40.064024,-82.863818,1,0,,"02/11/2016: A machete-wielding assailant attacked and wounded four people in Nazareth Restaurant & Deli in Columbus, Ohio, United States. Police shot and killed the assailant after he fled the restaurant. No group claimed responsibility for the incident; however sources identified the assailant as Mohamed Barry, who shouted ""Allahu Akbar"" immediately before the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,2,Restaurant/Bar/Café,Nazareth Restaurant & Deli,Restaurant,217,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,,0,,,1,1,0,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A machete was used in the attack.,1,1,1,4,4,0,0,,,,,0,,,,,,,,,,,,,,,,"The victims included Neil McKeein, William Foley, Debbie Russell, and Gerald Russell.","""Columbus machete attack motive,"" CNN, February 12, 2016.","""Random act or Islamist terrorism? Questions linger as Ohio restaurant reopens after machete attack,"" Washington Post, February 16, 2016.","""Ohio Machete attacker Mohamed Barry was investigated by FBI for radical Islamist views,"" One News Page United Kingdom, February 15, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,18,,0,,217,United States,1,North America,Indiana,Nashville,39.207489,-86.246998,1,0,,"02/18/2016: An assailant armed with a hatchet attacked Zhang Yue, an 18-year-old Chinese exchange student, in Nashville, Indiana, United States. Yue was injured in the assault. Authorities arrested Dana Ericson, who confessed to the attack, self-identified as a white supremacist, and indicated that his goal was ethnic cleansing. In court Ericson stated that he was ""trying to start a revolution.""",1,1,1,1,4,Lack of Intentionality,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Chinese Civilian: Zhang Yue,44,China,,,,,,,,,,,,,,,,,White extremists,,,,,,"An unaffiliated individual, identified as Dana Ericson, claimed responsibility for the incident and stated that he targeted Zhang Yue because she was Asian and that he intended to carry out ""ethnic cleansing.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A hatchet was used in the attack.,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Sources stated that Ericson had a history of mental illness, and a judge ruled that Ericson was mentally incompetent to stand trial.","""Judge: Nashville man not competent to stand trial,"" Brown County Democrat, April 11, 2016.","""Brown County man not mentally competent to stand trial,"" Indiana Daily Student, April 11, 2016.",,START Primary Collection,-9,-9,1,1,
2.02E+11,2016,2,28,,0,,217,United States,1,North America,California,Lake Los Angeles,34.605975,-117.829953,1,0,The incident occurred at Stephen Sorensen Park.,"02/28/2016: Three assailants armed with knives attacked a group of Hispanic teenagers playing soccer at Stephen Sorensen Park in Lake Los Angeles, California, United States. At least two people suffered minor injuries in the assault. The three assailants, identified as Ian Justine Plankey, Richard Lawrence Daulton, and Kevin Matthew Stewart, were arrested following the incident. During the attack, they shouted white supremacist statements and racial slurs, including ""Heil Hitler, AV Skins.""",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Not Applicable,Hispanic Civilians,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"The specific motive is unknown; however, sources noted that the three assailants yelled ""Heil Hitler, AV skins,"" during the attack.",1,,,1,3,3,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,9,Melee,22,"Hands, Feet, Fists",,,,,,,,,Knives were used in the attack.,0,0,0,3,3,0,0,,,,,0,,,,,,,,,,,,,,,,,"""3 men are charged with hate crimes in an attack on Latinos at an L.A. County park,"" Los Angeles Times, March 3, 2016.","""3 Charged With Hate Crimes After Racially Motivated Attack in Lake Los Angeles Park: DA,"" KTLA 5 News, March 2, 2016.","""3 arrested after racially-motivated attack,"" The Antelope Valley Times, February 29, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,3,30,,0,,217,United States,1,North America,Massachusetts,Tyngsborough,42.691279,-71.438679,1,0,The incident occurred around 60 Locust Avenue area of the city,"03/30/2016: An assailant attempted to cut and set fire to power lines in Tyngsborough, Massachusetts, United States. The power lines were not damaged but the device started a fire in the nearby bushes. Danny M. Kelly claimed responsibility for the incident and demanded change within the court system.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,21,Utilities,107,Electricity,Unknown,Power Lines,217,United States,,,,,,,,,,,,,,,,,Court Reform extremists,,,,,,"An unaffiliated individual, identified as Danny M. Kelly, claimed responsibility for the incident and demanded change within the court system.",0,,,1,1,1,1,5,Note left at scene,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Homemade incendiary devices containing thermite were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Approximately four acres of land were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Man vowed 'war' in letter left with incendiary devices in Tyngsborough,"" The Boston Globe, April 4, 2016.","""Incendiary Devices Found On Power Lines In Tyngsboro,"" WBZ-TV CBS Boston, March 31, 2016.","""Chelmsford Man Charged with Attempting to Destroy Power Lines in Tyngsborough with Incendiary Device,"" Department of Justice Press Releases, April 4, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,4,21,,0,,217,United States,1,North America,Idaho,Bonners Ferry,48.684131,-116.316826,1,0,,"04/21/2016: Assailants set fire to St. Ann's Catholic Church in Bonners Ferry, Idaho, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,St. Ann's Curch,Catholic Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1000000,"Sources estimated that the fire caused $1,000,000 in damages to the church.",0,,,,,,,,,,,,,,,,,"""Catholic church leveled by arson Destruction follows vandalism spree in Bonners Ferry,"" The Spokesman-Review, April 22, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,4,26,,0,,217,United States,1,North America,Massachusetts,Haverhill,42.7678,-71.04865,1,0,,"04/26/2016: Assailants set fire to Riverside Church in Haverhill, Massachusetts, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Riverside Church,Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),70000,"Two exterior doors, several window frames, sections of vinyl sided walls, the rear entrance, and one side of the exterior of the church were damaged in this attack.",0,,,,,,,,,,,,,,,,,"""Arsonist on the run after Haverhill church set on fire,"" My Fox Boston, April 27, 2016.","""Mass. Pastor: 'They were trying to burn the place down',"" Firehouse.com, April 27, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,5,25,,0,,217,United States,1,North America,Washington,Vancouver,45.672237,-122.658793,1,0,,"05/25/2016: Assailants set fire to the First Congregational Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,First Congregational Church,Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1830000,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Clark Co. churches on alert after second suspected church arson in two days,"" KPTV.com, May 27, 2016.","""Arson suspected after 2 Vancouver church fires in 24 hours, $10,000 reward offered,"" Oregonian, May 26, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,5,25,,0,,217,United States,1,North America,California,Modesto,37.664764,-120.994427,1,0,,"05/25/2016: Assailants threw an incendiary device at the Planned Parenthood Modesto Heath Center in Modesto, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,"Planned Parenthood Federation of America, Inc.",Health Center,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,A thrown gas can was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""FBI offers reward in Modesto Planned Parenthood arson case,"" Modesto Bee, June 13, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,5,26,,0,,217,United States,1,North America,Washington,Vancouver,45.710821,-122.635039,1,0,,"05/26/2016: Assailants set fire to the Liberty Bible Church in Vancouver, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Liberty Bible Church,Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Clark Co. churches on alert after second suspected church arson in two days,"" KPTV.com, May 27, 2016.","""Arson suspected after 2 Vancouver church fires in 24 hours, $10,000 reward offered,"" Oregonian, May 26, 2016.","""Arson suspected in second Vancouver-area church fire,"" Columbian.com, May 26, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,6,5,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred in the Stapleton area of Staten Island.,"06/05/2016: An assailant threw a Molotov cocktail at St. Paul's Memorial Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,St. Paul's Memorial Church,Episcopal Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016.","""Police probe fire-bombings of 2 Staten Island churches,"" San Francisco Chronicle, June 10, 2016.","""Fire-Bombing Attempt Causes Minor Damage to Historic Church,"" NBC New York, June 6, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,6,9,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The incident occurred in the Stapleton area of Staten Island,"06/09/2016: An assailant threw a Molotov cocktail at First Central Baptist Church in Staten Island, New York City, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Unknown,First Central Baptist Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Police Seek Arsonist After Attacks on 2 Staten Island Churches,"" New York Times, June 11, 2016.","""Police probe fire-bombings of 2 Staten Island churches,"" San Francisco Chronicle, June 10, 2016.","""Another Staten Island Church Targeted in Fire-Bomb Attempt,"" NBC New York, June 10, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,6,12,,0,,217,United States,1,North America,Florida,Orlando,28.519601,-81.376794,1,0,,"06/12/2016: An assailant armed with an assault rifle and a handgun opened fire on customers at Pulse, a gay nightclub, in Orlando, Florida, United States. The assailant then held an unknown number of people hostage inside the nightclub for three hours. At least 49 people were killed and 53 people were injured during the attack before the assailant was killed by police officers, who also rescued 30 hostages. The assailant, identified as Omar Mateen, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for U.S. airstrikes in Iraq and Syria. The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Omar Mateen's connection to ISIL could not be confirmed.",1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),2,Armed Assault,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,Pulse Nightclub,Nightclub,217,United States,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Omar Mateen, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). Additionally, Mateen stated that he carried out the attack in retaliation for United States (US) airstrikes in Iraq and Syria.",0,,,1,1,0,1,8,Personal claim,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms,3,Handgun,,,,,,,,,A Sig Sauer MCX assault rifle and a Glock 17 handgun were used in the attack.,50,44,1,53,48,0,1,3,Minor (likely < $1 million),-99,The Pulse nightclub sustained unspecified damages in this attack.,1,-99,-99,3,,,,0,,,,,,6,Combination,-99,"The victims included Edward Sotomayor Jr., Stanley Almodovar III, Luis Omar Ocasio-Capo, Juan Ramon Guerrero, Eric Ivan Ortiz-Rivera, Peter O. Gonzalez-Cruz, Luis S. Vielma, Kimberly Morris, Eddie Jamoldroy Justice, Darryl Roman Burt II, Deonka Deidra Drayton, Alejandro Barrios Martinez, Anthony Luis Laureanodisla, Jean Carlos Mendez Perez, Franky Jimmy Dejesus Velazquez, Amanda Alvear, Martin Benitez Torres, Luis Daniel Wilson-Leon, Mercedez Marisol Flores, Xavier Emmanuel Serrano Rosado, Gilberto Ramon Silva Menendez, Simon Adrian Carrillo Fernandez, Oscar A Aracena-Montero, Enrique L. Rios, Jr., Miguel Angel Honorato, Javier Jorge-Reyes, Joel Rayon Paniagua, Jason Benjamin Josaphat, Cory James Connell, Juan P. Rivera Velazquez, Luis Daniel Conde, Shane Evan Tomlinson, Juan Chevez-Martinez, Jerald Arthur Wright, Leroy Valentin Fernandez, Tevin Eugene Crosby, Jonathan Antonio Camuy Vega, Jean C. Nives Rodriguez, Rodolfo Ayala-Ayala, Brenda Lee Marquez McCool, Yilmary Rodriguez Solivan, Christopher Andrew Leinonen, Angel L. Candelario-Padro, Frank Hernandez, Paul Terrell Henry, Antonio Davon Brown, Christopher Joseph Sanfeliz, Akyra Monet Murray, and Geraldo A. Ortiz-Jimenez.","""Two Canadians injured in Orlando shooting fear for their lives,"" Montreal Gazette, June 15, 2016.","""Hispanics shaken by heavy toll at Orlando club massacre,"" Reuters, June 14, 2016.","""Orlando nightclub shooting: Casualties confirmed,"" Al Jazeera, June 12, 2016.",START Primary Collection,-9,-9,1,1,
2.02E+11,2016,6,18,,0,,217,United States,1,North America,Nevada,Las Vegas,36.211296,-115.247536,1,0,,"06/18/2016: An assailant attempted to assassinate presidential candidate Donald Trump at a campaign rally in Las Vegas, Nevada, United States. The assailant was arrested as he tried to remove a gun from the holster of a police officer. Michael Steven Sandford claimed responsibility for the incident. Sandford stated that he targeted Trump because he believed ""somebody had to stand up for America"" and told the Secret Service that he had planned for over a year to assassinate Trump.",1,1,1,0,,,0,0,0,1,Assassination,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Republican Party (GOP),Presidential Candidate: Donald Trump,217,United States,,,,,,,,,,,,,,,,,Anti-Trump extremists,,,,,,"An unaffiliated individual, identified as Michael Steven Sandford, claimed responsibility for the incident and stated that he targeted Donald Trump because he believed ""somebody had to stand up for America.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,A handgun was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""British man pleads guilty in Trump attack case in Las Vegas,"" The Associated Press, September 13, 2016.","""What We Know About the Man Who Allegedly Tried to Kill Trump,"" VICE, July 7, 2016.","""Why isn’t the assassination attempt on Donald Trump bigger news?,"" Washington Post, June 21, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,6,19,,0,,217,United States,1,North America,Virginia,Stephens City,39.111992,-78.193905,1,0,The incident occurred at 199 Agape Way.,"06/19/2016: An explosive device was discovered and safely defused at Life Church in Stephens City, Virginia, United States. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Life Church,Church,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,An explosives-laden package was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Bomb found at Stephens City church confirmed; suspect at large,"" Winchester Star, August 8, 2017.",,,START Primary Collection,-9,-9,0,-9,
